,geometry,Grid_ID,mbu_endemism,mbu_wege,mbu_shannon_index,mbu_simpson_index,mbu_species_richness,mbu_habitats_survey
15,"POLYGON ((-86.87200586479133 2.237236528377138, -86.89700586479132 2.193935258187916, -86.94700586479134 2.193935258187916, -86.97200586479133 2.237236528377138, -86.94700586479134 2.28053779856636, -86.89700586479132 2.28053779856636, -86.87200586479133 2.237236528377138))",1713,0.12748680256613812,0.7855435965456005,0.0,0.0,0.0004091653027823241,0.5
16,"POLYGON ((-86.72200586479133 2.237236528377138, -86.74700586479132 2.193935258187916, -86.79700586479133 2.193935258187916, -86.82200586479132 2.237236528377138, -86.79700586479133 2.28053779856636, -86.74700586479132 2.28053779856636, -86.72200586479133 2.237236528377138))",1820,0.12705215899673244,0.7855129422808426,0.0,0.0,0.0004091653027823241,0.5
17,"POLYGON ((-87.25916366228405 2.214993181153427, -87.27200586479134 2.237236528377138, -87.24700586479135 2.28053779856636, -87.19700586479134 2.28053779856636, -87.17200586479134 2.237236528377138, -87.19700586479134 2.193935258187916, -87.22185329528831 2.193935258187916, -87.2277839272157 2.197282499191412, -87.23839689407063 2.203272443983221, -87.25916366228405 2.214993181153427))",1499,0.12709058026916858,0.8173618508368187,0.0,0.0,0.0004091653027823241,0.5
18,"POLYGON ((-86.50041778119157 2.199844870744342, -86.52200586479131 2.237236528377138, -86.49700586479132 2.28053779856636, -86.44700586479131 2.28053779856636, -86.42200586479132 2.237236528377138, -86.43678229364367 2.211643002850425, -86.48880914882774 2.201804462901281, -86.50041778119157 2.199844870744342))",2034,0.12682403190230992,0.7818616494171414,0.0,0.0,0.0004091653027823241,0.6
19,"POLYGON ((-86.36568693307807 2.226291817600252, -86.3720058647913 2.237236528377138, -86.34700586479131 2.28053779856636, -86.2970058647913 2.28053779856636, -86.27756809448671 2.246870592812932, -86.2969231054031 2.242013310985818, -86.36062112111928 2.227353361061635, -86.36568693307807 2.226291817600252))",2141,0.12682403190230992,0.7818616494171414,0.0,0.0,0.0004091653027823241,0.6
20,"POLYGON ((-87.37529542581446 2.28053779856636, -87.34700586479134 2.28053779856636, -87.33333176465477 2.256853562382025, -87.36968341811721 2.277370388667009, -87.37529542581446 2.28053779856636))",1392,0.12664284596436753,0.7924361777181349,0.0,0.0,0.0004091653027823241,0.5
21,"POLYGON ((-86.20569189495406 2.265493153008388, -86.19700586479131 2.28053779856636, -86.15182593358702 2.28053779856636, -86.17044107091725 2.27508021129497, -86.20569189495406 2.265493153008388))",2248,0.12820623576806067,0.7820225451442304,0.0,0.0,0.0004091653027823241,0.5
22,"POLYGON ((-86.34700586479131 2.28053779856636, -86.3720058647913 2.237236528377137, -86.42200586479132 2.237236528377138, -86.44700586479131 2.28053779856636, -86.42200586479132 2.323839068755582, -86.3720058647913 2.323839068755582, -86.34700586479131 2.28053779856636))",2088,0.12738938776908557,0.781951632511371,0.0,0.0,0.0004091653027823241,0.6
23,"POLYGON ((-86.64700586479132 2.28053779856636, -86.67200586479132 2.237236528377137, -86.72200586479133 2.237236528377138, -86.74700586479132 2.28053779856636, -86.72200586479133 2.323839068755582, -86.67200586479132 2.323839068755582, -86.64700586479132 2.28053779856636))",1874,0.12645837103709662,0.781832601218734,0.0,0.0,0.0004091653027823241,0.5
24,"POLYGON ((-86.49700586479132 2.28053779856636, -86.52200586479131 2.237236528377137, -86.57200586479132 2.237236528377138, -86.59700586479131 2.28053779856636, -86.57200586479132 2.323839068755582, -86.52200586479131 2.323839068755582, -86.49700586479132 2.28053779856636))",1981,0.12645837103709662,0.781832601218734,0.0,0.0,0.0004091653027823241,0.6
25,"POLYGON ((-86.79700586479133 2.28053779856636, -86.82200586479132 2.237236528377137, -86.87200586479133 2.237236528377138, -86.89700586479132 2.28053779856636, -86.87200586479133 2.323839068755582, -86.82200586479132 2.323839068755582, -86.79700586479133 2.28053779856636))",1767,0.12645837103709662,0.7818399630460198,0.0,0.0,0.0004091653027823241,0.6
26,"POLYGON ((-86.94700586479134 2.28053779856636, -86.97200586479133 2.237236528377137, -87.02200586479134 2.237236528377138, -87.04700586479133 2.28053779856636, -87.02200586479134 2.323839068755582, -86.97200586479133 2.323839068755582, -86.94700586479134 2.28053779856636))",1660,0.12748680256613812,0.7855435965456005,0.0,0.0,0.0004091653027823241,0.5
27,"POLYGON ((-87.33333176465477 2.256853562382025, -87.34700586479134 2.28053779856636, -87.32200586479135 2.323839068755582, -87.27200586479134 2.323839068755582, -87.24700586479135 2.28053779856636, -87.27200586479134 2.237236528377137, -87.29857436055138 2.237236528377138, -87.30506197832635 2.240898131473949, -87.33333176465477 2.256853562382025))",1446,0.12742452944559235,0.7961235110524646,0.0,0.0,0.0004091653027823241,0.5
28,"POLYGON ((-87.09700586479134 2.28053779856636, -87.12200586479133 2.237236528377137, -87.17200586479134 2.237236528377138, -87.19700586479134 2.28053779856636, -87.17200586479134 2.323839068755582, -87.12200586479133 2.323839068755582, -87.09700586479134 2.28053779856636))",1553,0.12748680256613812,0.7855435965456005,0.0,0.0,0.0004091653027823241,0.5
29,"POLYGON ((-86.27756809448671 2.246870592812932, -86.2970058647913 2.28053779856636, -86.27200586479131 2.323839068755582, -86.2220058647913 2.323839068755582, -86.19700586479131 2.28053779856636, -86.20569189495406 2.265493153008388, -86.23352208844275 2.257924260808183, -86.27756809448671 2.246870592812932))",2195,0.12820623576806067,0.7820225451442304,0.0,0.0,0.0004091653027823241,0.6
30,"POLYGON ((-86.14602374174726 2.282238885577919, -86.1220058647913 2.323839068755582, -86.07200586479129 2.323839068755582, -86.062657631639 2.30764745397479, -86.1077050528298 2.293473161489096, -86.14602374174726 2.282238885577919))",2302,0.12820623576806067,0.7820225451442304,0.0,0.0,0.0004091653027823241,0.5
31,"POLYGON ((-87.45201649107753 2.323839068755582, -87.42200586479134 2.323839068755582, -87.40749986702548 2.298713943610617, -87.41517546383821 2.303046040542689, -87.45201649107753 2.323839068755582))",1339,0.12664284596436753,0.7924361777181349,0.0,0.0,0.0004091653027823241,0.5
32,"POLYGON ((-86.27200586479131 2.323839068755582, -86.2970058647913 2.28053779856636, -86.34700586479131 2.28053779856636, -86.3720058647913 2.323839068755582, -86.34700586479131 2.367140338944804, -86.2970058647913 2.367140338944804, -86.27200586479131 2.323839068755582))",2142,0.12820623576806067,0.7820225451442304,0.0,0.0,0.0004091653027823241,0.7
33,"POLYGON ((-86.57200586479132 2.323839068755582, -86.59700586479131 2.28053779856636, -86.64700586479132 2.28053779856636, -86.67200586479132 2.323839068755582, -86.64700586479132 2.367140338944804, -86.59700586479131 2.367140338944804, -86.57200586479132 2.323839068755582))",1928,0.12645837103709662,0.781832601218734,0.0,0.0,0.0004091653027823241,0.6
34,"POLYGON ((-87.02200586479134 2.323839068755582, -87.04700586479133 2.28053779856636, -87.09700586479134 2.28053779856636, -87.12200586479133 2.323839068755582, -87.09700586479134 2.367140338944804, -87.04700586479133 2.367140338944804, -87.02200586479134 2.323839068755582))",1607,0.1268930146065023,0.7818706173107777,0.0,0.0,0.0004091653027823241,0.5
35,"POLYGON ((-86.15182593358702 2.28053779856636, -86.19700586479131 2.28053779856636, -86.2220058647913 2.323839068755582, -86.19700586479131 2.367140338944804, -86.1470058647913 2.367140338944804, -86.1220058647913 2.323839068755582, -86.14602374174726 2.282238885577919, -86.1516898671001 2.28057769054856, -86.15182593358702 2.28053779856636))",2249,0.12820623576806067,0.7820225451442304,0.0,0.0,0.0004091653027823241,0.5
36,"POLYGON ((-86.87200586479133 2.323839068755582, -86.89700586479132 2.28053779856636, -86.94700586479134 2.28053779856636, -86.97200586479133 2.323839068755582, -86.94700586479134 2.367140338944804, -86.89700586479132 2.367140338944804, -86.87200586479133 2.323839068755582))",1714,0.12645837103709662,0.781832601218734,0.0,0.0,0.0004091653027823241,0.6
37,"POLYGON ((-87.40749986702548 2.298713943610617, -87.42200586479134 2.323839068755582, -87.39700586479135 2.367140338944804, -87.34700586479134 2.367140338944804, -87.32200586479135 2.323839068755582, -87.34700586479134 2.28053779856636, -87.37529542581446 2.28053779856636, -87.3834038767657 2.285114197815406, -87.38569605405827 2.286407899720181, -87.40749986702548 2.298713943610617))",1393,0.12742452944559235,0.7961235110524646,0.0,0.0,0.0004091653027823241,0.5
38,"POLYGON ((-87.17200586479134 2.323839068755582, -87.19700586479134 2.28053779856636, -87.24700586479135 2.28053779856636, -87.27200586479134 2.323839068755582, -87.24700586479135 2.367140338944804, -87.19700586479134 2.367140338944804, -87.17200586479134 2.323839068755582))",1500,0.1278722637503934,0.8210491841711485,-0.0,0.0,0.0004091653027823241,0.5
39,"POLYGON ((-86.72200586479133 2.323839068755582, -86.74700586479132 2.28053779856636, -86.79700586479133 2.28053779856636, -86.82200586479132 2.323839068755582, -86.79700586479133 2.367140338944804, -86.74700586479132 2.367140338944804, -86.72200586479133 2.323839068755582))",1821,0.12645837103709662,0.781832601218734,-0.0,0.0,0.0004091653027823241,0.6
40,"POLYGON ((-86.42200586479132 2.323839068755582, -86.44700586479131 2.28053779856636, -86.49700586479132 2.28053779856636, -86.52200586479131 2.323839068755582, -86.49700586479132 2.367140338944804, -86.44700586479131 2.367140338944804, -86.42200586479132 2.323839068755582))",2035,0.12738938776908557,0.781951632511371,0.0,0.0,0.0004091653027823241,0.6
41,"POLYGON ((-86.062657631639 2.30764745397479, -86.07200586479129 2.323839068755582, -86.0470058647913 2.367140338944804, -86.03398542009984 2.367140338944804, -86.03400907686711 2.316907726361919, -86.04533803274306 2.313097112445716, -86.062657631639 2.30764745397479))",2356,0.12789520124300863,0.7820099917881446,0.0,0.0,0.0004091653027823241,0.4
42,"POLYGON ((-87.5287375563406 2.367140338944804, -87.49700586479135 2.367140338944804, -87.4816679693962 2.340574324839216, -87.51735704806892 2.360717194768257, -87.5287375563406 2.367140338944804))",1286,0.12664284596436753,0.7924361777181349,0.0,0.0,0.0004091653027823241,0.5
43,"POLYGON ((-86.34700586479131 2.367140338944803, -86.3720058647913 2.323839068755581, -86.42200586479132 2.323839068755581, -86.44700586479131 2.367140338944803, -86.42200586479132 2.410441609134025, -86.3720058647913 2.410441609134025, -86.34700586479131 2.367140338944803))",2089,0.12738938776908557,0.781951632511371,0.0,0.0,0.0004091653027823241,0.6
44,"POLYGON ((-86.79700586479133 2.367140338944803, -86.82200586479132 2.323839068755581, -86.87200586479133 2.323839068755581, -86.89700586479132 2.367140338944803, -86.87200586479133 2.410441609134025, -86.82200586479132 2.410441609134025, -86.79700586479133 2.367140338944803))",1768,0.12645837103709662,0.781832601218734,0.0,0.0,0.0004091653027823241,0.6
45,"POLYGON ((-86.94700586479134 2.367140338944803, -86.97200586479133 2.323839068755581, -87.02200586479134 2.323839068755581, -87.04700586479133 2.367140338944803, -87.02200586479134 2.410441609134025, -86.97200586479133 2.410441609134025, -86.94700586479134 2.367140338944803))",1661,0.1268930146065023,0.7818632554834919,0.0,0.0,0.0004091653027823241,0.5
46,"POLYGON ((-86.19700586479131 2.367140338944803, -86.2220058647913 2.323839068755581, -86.27200586479131 2.323839068755581, -86.2970058647913 2.367140338944803, -86.27200586479131 2.410441609134025, -86.2220058647913 2.410441609134025, -86.19700586479131 2.367140338944803))",2196,0.12820623576806067,0.7820225451442304,0.0,0.0,0.0004091653027823241,0.6
47,"POLYGON ((-87.24700586479135 2.367140338944803, -87.27200586479134 2.323839068755581, -87.32200586479135 2.323839068755581, -87.34700586479134 2.367140338944803, -87.32200586479135 2.410441609134025, -87.27200586479134 2.410441609134025, -87.24700586479135 2.367140338944803))",1447,0.12742452944559235,0.7961235110524646,0.9905588453020006,0.9090909090909091,0.0008183306055646482,0.5
48,"POLYGON ((-87.09700586479134 2.367140338944803, -87.12200586479133 2.323839068755581, -87.17200586479134 2.323839068755581, -87.19700586479134 2.367140338944803, -87.17200586479134 2.410441609134025, -87.12200586479133 2.410441609134025, -87.09700586479134 2.367140338944803))",1554,0.1268930146065023,0.7818632554834919,0.0,0.0,0.0004091653027823241,0.5
49,"POLYGON ((-86.0470058647913 2.367140338944803, -86.07200586479129 2.323839068755581, -86.1220058647913 2.323839068755581, -86.1470058647913 2.367140338944803, -86.1220058647913 2.410441609134025, -86.07200586479129 2.410441609134025, -86.0470058647913 2.367140338944803))",2303,0.12789520124300863,0.7820099917881446,0.0,0.0,0.0004091653027823241,0.5
50,"POLYGON ((-86.64700586479132 2.367140338944803, -86.67200586479132 2.323839068755581, -86.72200586479133 2.323839068755581, -86.74700586479132 2.367140338944803, -86.72200586479133 2.410441609134025, -86.67200586479132 2.410441609134025, -86.64700586479132 2.367140338944803))",1875,0.12702372690387223,0.7819225843129636,0.0,0.0,0.0004091653027823241,0.5
51,"POLYGON ((-86.49700586479132 2.367140338944803, -86.52200586479131 2.323839068755581, -86.57200586479132 2.323839068755581, -86.59700586479131 2.367140338944803, -86.57200586479132 2.410441609134025, -86.52200586479131 2.410441609134025, -86.49700586479132 2.367140338944803))",1982,0.12702372690387223,0.7819225843129636,0.0,0.0,0.0004091653027823241,0.6
52,"POLYGON ((-87.4816679693962 2.340574324839216, -87.49700586479135 2.367140338944803, -87.47200586479136 2.410441609134025, -87.42200586479134 2.410441609134025, -87.39700586479135 2.367140338944803, -87.42200586479134 2.323839068755581, -87.45201649107753 2.323839068755581, -87.46451554995893 2.33089352145223, -87.4816679693962 2.340574324839216))",1340,0.12742452944559235,0.7961235110524646,0.0,0.0,0.0004091653027823241,0.6
53,"POLYGON ((-87.60545862160367 2.410441609134025, -87.57200586479135 2.410441609134025, -87.5558360717669 2.382434706067806, -87.58419247222348 2.398439021877989, -87.59710630980855 2.405727575139514, -87.60545862160367 2.410441609134025))",1233,0.12664284596436753,0.7924361777181349,0.0,0.0,0.0004091653027823241,0.5
54,"POLYGON ((-86.27200586479131 2.410441609134025, -86.2970058647913 2.367140338944803, -86.34700586479131 2.367140338944804, -86.3720058647913 2.410441609134025, -86.34700586479131 2.453742879323248, -86.2970058647913 2.453742879323248, -86.27200586479131 2.410441609134025))",2143,0.12789520124300863,0.7820099917881446,0.0,0.0,0.0004091653027823241,0.6
55,"POLYGON ((-86.1220058647913 2.410441609134025, -86.1470058647913 2.367140338944803, -86.19700586479131 2.367140338944804, -86.2220058647913 2.410441609134025, -86.19700586479131 2.453742879323248, -86.1470058647913 2.453742879323248, -86.1220058647913 2.410441609134025))",2250,0.12789520124300863,0.7820099917881446,0.0,0.0,0.0004091653027823241,0.5
56,"POLYGON ((-86.03398542009984 2.367140338944804, -86.0470058647913 2.367140338944804, -86.07200586479129 2.410441609134025, -86.0470058647913 2.453742879323248, -86.033944635119 2.453742879323248, -86.03394960577937 2.443188214182797, -86.03398542009984 2.367140338944804))",2357,0.12789520124300863,0.7820099917881446,0.0,0.0,0.0004091653027823241,0.5
57,"POLYGON ((-86.87200586479133 2.410441609134025, -86.89700586479132 2.367140338944803, -86.94700586479134 2.367140338944804, -86.97200586479133 2.410441609134025, -86.94700586479134 2.453742879323248, -86.89700586479132 2.453742879323248, -86.87200586479133 2.410441609134025))",1715,0.12702372690387223,0.7819225843129636,0.0,0.0,0.0004091653027823241,0.6
58,"POLYGON ((-87.32200586479135 2.410441609134025, -87.34700586479134 2.367140338944803, -87.39700586479135 2.367140338944804, -87.42200586479134 2.410441609134025, -87.39700586479135 2.453742879323248, -87.34700586479134 2.453742879323248, -87.32200586479135 2.410441609134025))",1394,0.12683074148595652,0.792443169990356,0.0,0.0,0.0004091653027823241,0.6
59,"POLYGON ((-86.72200586479133 2.410441609134025, -86.74700586479132 2.367140338944803, -86.79700586479133 2.367140338944804, -86.82200586479132 2.410441609134025, -86.79700586479133 2.453742879323248, -86.74700586479132 2.453742879323248, -86.72200586479133 2.410441609134025))",1822,0.12702372690387223,0.7819225843129636,0.0,0.0,0.0004091653027823241,0.6
60,"POLYGON ((-87.5558360717669 2.382434706067806, -87.57200586479135 2.410441609134025, -87.54700586479136 2.453742879323248, -87.49700586479135 2.453742879323248, -87.47200586479136 2.410441609134025, -87.49700586479135 2.367140338944803, -87.5287375563406 2.367140338944804, -87.5412731273555 2.374215399042459, -87.5558360717669 2.382434706067806))",1287,0.12742452944559235,0.7961235110524646,0.0,0.0,0.0004091653027823241,0.6
61,"POLYGON ((-86.57200586479132 2.410441609134025, -86.59700586479131 2.367140338944803, -86.64700586479132 2.367140338944804, -86.67200586479132 2.410441609134025, -86.64700586479132 2.453742879323248, -86.59700586479131 2.453742879323248, -86.57200586479132 2.410441609134025))",1929,0.12671269237882019,0.7819100309568777,0.0,0.0,0.0004091653027823241,0.5
62,"POLYGON ((-86.42200586479132 2.410441609134025, -86.44700586479131 2.367140338944803, -86.49700586479132 2.367140338944804, -86.52200586479131 2.410441609134025, -86.49700586479132 2.453742879323248, -86.44700586479131 2.453742879323248, -86.42200586479132 2.410441609134025))",2036,0.1270783532440335,0.781939079155285,0.0,0.0,0.0004091653027823241,0.6
63,"POLYGON ((-87.17200586479134 2.410441609134025, -87.19700586479134 2.367140338944803, -87.24700586479135 2.367140338944804, -87.27200586479134 2.410441609134025, -87.24700586479135 2.453742879323248, -87.19700586479134 2.453742879323248, -87.17200586479134 2.410441609134025))",1501,0.12727847579075754,0.8173688431090399,0.0,0.0,0.0004091653027823241,0.6
64,"POLYGON ((-87.02200586479134 2.410441609134025, -87.04700586479133 2.367140338944803, -87.09700586479134 2.367140338944804, -87.12200586479133 2.410441609134025, -87.09700586479134 2.453742879323248, -87.04700586479133 2.453742879323248, -87.02200586479134 2.410441609134025))",1608,0.1268930146065023,0.7818632554834919,0.0,0.0,0.0004091653027823241,0.5
65,"POLYGON ((-87.68217968686675 2.453742879323248, -87.64700586479135 2.453742879323248, -87.63000417413762 2.424295087296406, -87.66616334314695 2.444703275604552, -87.68217968686675 2.453742879323248))",1180,0.12736044380133432,0.7925181899947765,0.0,0.0,0.0004091653027823241,0.5
66,"POLYGON ((-86.34700586479131 2.453742879323247, -86.3720058647913 2.410441609134025, -86.42200586479132 2.410441609134025, -86.44700586479131 2.453742879323247, -86.42200586479132 2.497044149512469, -86.3720058647913 2.497044149512469, -86.34700586479131 2.453742879323247))",2090,0.1282887645775402,0.7871332150204716,0.0,0.0,0.0004091653027823241,0.6
67,"POLYGON ((-86.79700586479133 2.453742879323247, -86.82200586479132 2.410441609134025, -86.87200586479133 2.410441609134025, -86.89700586479132 2.453742879323247, -86.87200586479133 2.497044149512469, -86.82200586479132 2.497044149512469, -86.79700586479133 2.453742879323247))",1769,0.12710625571335177,0.7870332541892048,-0.0,0.0,0.0004091653027823241,0.6
68,"POLYGON ((-87.63000417413762 2.424295087296406, -87.64700586479135 2.453742879323247, -87.62200586479136 2.497044149512469, -87.57200586479135 2.497044149512469, -87.54700586479136 2.453742879323247, -87.57200586479135 2.410441609134025, -87.60545862160367 2.410441609134025, -87.61342704432126 2.414938976628764, -87.63000417413762 2.424295087296406))",1234,0.12814212728255917,0.7962055233291063,0.0,0.0,0.0004091653027823241,0.5
69,"POLYGON ((-86.49700586479132 2.453742879323247, -86.52200586479131 2.410441609134025, -86.57200586479132 2.410441609134025, -86.59700586479131 2.453742879323247, -86.57200586479132 2.497044149512469, -86.52200586479131 2.497044149512469, -86.49700586479132 2.453742879323247))",1983,0.12710625571335177,0.7870332541892048,-0.0,0.0,0.0004091653027823241,0.6
70,"POLYGON ((-86.64700586479132 2.453742879323247, -86.67200586479132 2.410441609134025, -86.72200586479133 2.410441609134025, -86.74700586479132 2.453742879323247, -86.72200586479133 2.497044149512469, -86.67200586479132 2.497044149512469, -86.64700586479132 2.453742879323247))",1876,0.12710625571335177,0.7870332541892048,0.0,0.0,0.0004091653027823241,0.6
71,"POLYGON ((-87.09700586479134 2.453742879323247, -87.12200586479133 2.410441609134025, -87.17200586479134 2.410441609134025, -87.19700586479134 2.453742879323247, -87.17200586479134 2.497044149512469, -87.12200586479133 2.497044149512469, -87.09700586479134 2.453742879323247))",1555,0.12785193380780946,0.7870764618100484,0.0,0.0,0.0004091653027823241,0.6
72,"POLYGON ((-87.39700586479135 2.453742879323247, -87.42200586479134 2.410441609134025, -87.47200586479136 2.410441609134025, -87.49700586479135 2.453742879323247, -87.47200586479136 2.497044149512469, -87.42200586479134 2.497044149512469, -87.39700586479135 2.453742879323247))",1341,0.1279419026574549,0.7976557673266104,0.0,0.0,0.0004091653027823241,0.6
73,"POLYGON ((-86.94700586479134 2.453742879323247, -86.97200586479133 2.410441609134025, -87.02200586479134 2.410441609134025, -87.04700586479133 2.453742879323247, -87.02200586479134 2.497044149512469, -86.97200586479133 2.497044149512469, -86.94700586479134 2.453742879323247))",1662,0.12710625571335177,0.7870332541892048,0.0,0.0,0.0004091653027823241,0.7
74,"POLYGON ((-86.0470058647913 2.453742879323247, -86.07200586479129 2.410441609134025, -86.1220058647913 2.410441609134025, -86.1470058647913 2.453742879323247, -86.1220058647913 2.497044149512469, -86.07200586479129 2.497044149512469, -86.0470058647913 2.453742879323247))",2304,0.1282887645775402,0.7871332150204716,0.0,0.0,0.0004091653027823241,0.5
75,"POLYGON ((-87.24700586479135 2.453742879323247, -87.27200586479134 2.410441609134025, -87.32200586479135 2.410441609134025, -87.34700586479134 2.453742879323247, -87.32200586479135 2.497044149512469, -87.27200586479134 2.497044149512469, -87.24700586479135 2.453742879323247))",1448,0.12767203912528913,0.822492066341367,-0.0,0.0,0.0004091653027823241,0.6
76,"POLYGON ((-86.19700586479131 2.453742879323247, -86.2220058647913 2.410441609134025, -86.27200586479131 2.410441609134025, -86.2970058647913 2.453742879323247, -86.27200586479131 2.497044149512469, -86.2220058647913 2.497044149512469, -86.19700586479131 2.453742879323247))",2197,0.1282887645775402,0.7871332150204716,0.0,0.0,0.0004091653027823241,0.5
77,"POLYGON ((-87.75890075212982 2.497044149512469, -87.72200586479136 2.497044149512469, -87.70417227650833 2.466155468524996, -87.7296549807639 2.480537873909211, -87.74021292232017 2.486496762493489, -87.75890075212982 2.497044149512469))",1127,0.12736044380133432,0.7925181899947765,0.0,0.0,0.0004091653027823241,0.5
78,"POLYGON ((-86.72200586479133 2.497044149512469, -86.74700586479132 2.453742879323247, -86.79700586479133 2.453742879323247, -86.82200586479132 2.497044149512469, -86.79700586479133 2.540345419701691, -86.74700586479132 2.540345419701691, -86.72200586479133 2.497044149512469))",1823,0.12710625571335177,0.7870332541892048,0.0,0.0,0.0004091653027823241,0.6
79,"POLYGON ((-87.02200586479134 2.497044149512469, -87.04700586479133 2.453742879323247, -87.09700586479134 2.453742879323247, -87.12200586479133 2.497044149512469, -87.09700586479134 2.540345419701691, -87.04700586479133 2.540345419701691, -87.02200586479134 2.497044149512469))",1609,0.12782385355031856,0.7871226282931322,0.0,0.0,0.0004091653027823241,0.7
